*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-30
Corner:  	Typical
Structure: 	Structure-2 (Parallel lines between two plates)
(Please refer to SMIC SPICE document for the definition of each capacitance)


**************************
* Layers:	M2-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.500	1.02E-01	6.69E-03	6.10E-02	1.13E-03	1.26E-02	1.52E-02	2.78E-03	2.42E-02
0.090	0.600	9.98E-02	7.30E-03	6.55E-02	1.13E-03	1.26E-02	1.19E-02	3.09E-03	2.65E-02
0.090	0.800	9.77E-02	8.20E-03	7.19E-02	1.13E-03	1.26E-02	7.72E-03	3.53E-03	2.97E-02
0.090	1.000	9.69E-02	8.80E-03	7.61E-02	1.13E-03	1.26E-02	5.30E-03	3.84E-03	3.17E-02
0.090	1.200	9.65E-02	9.20E-03	7.88E-02	1.13E-03	1.26E-02	3.81E-03	4.04E-03	3.31E-02
0.090	1.400	9.64E-02	9.49E-03	8.06E-02	1.13E-03	1.26E-02	2.80E-03	4.18E-03	3.40E-02
0.090	1.600	9.63E-02	9.69E-03	8.20E-02	1.13E-03	1.26E-02	2.10E-03	4.28E-03	3.47E-02
0.090	1.800	9.62E-02	9.82E-03	8.28E-02	1.13E-03	1.26E-02	1.64E-03	4.35E-03	3.51E-02
0.090	2.000	9.62E-02	9.93E-03	8.35E-02	1.13E-03	1.26E-02	1.28E-03	4.40E-03	3.55E-02
0.090	2.500	9.62E-02	1.01E-02	8.45E-02	1.13E-03	1.26E-02	7.32E-04	4.48E-03	3.60E-02
0.090	3.000	9.62E-02	1.02E-02	8.50E-02	1.13E-03	1.26E-02	4.66E-04	4.52E-03	3.62E-02
0.090	4.000	9.62E-02	1.02E-02	8.55E-02	1.13E-03	1.26E-02	2.20E-04	4.56E-03	3.65E-02
0.090	5.000	9.62E-02	1.03E-02	8.57E-02	1.13E-03	1.26E-02	1.29E-04	4.57E-03	3.65E-02
0.090	7.000	9.62E-02	1.03E-02	8.58E-02	1.13E-03	1.26E-02	5.32E-05	4.59E-03	3.66E-02
0.090	10.000	9.62E-02	1.03E-02	8.59E-02	1.13E-03	1.26E-02	2.31E-05	4.59E-03	3.67E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M3-M2 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.090	2.11E-01	2.65E-02	3.30E-03	1.26E-02	1.37E-03	8.62E-02	6.98E-03	9.65E-04
0.090	0.110	1.85E-01	2.88E-02	3.59E-03	1.26E-02	1.37E-03	7.24E-02	8.14E-03	1.11E-03
0.090	0.130	1.67E-01	3.11E-02	3.88E-03	1.26E-02	1.37E-03	6.24E-02	9.25E-03	1.25E-03
0.090	0.150	1.54E-01	3.32E-02	4.16E-03	1.26E-02	1.37E-03	5.49E-02	1.03E-02	1.39E-03
0.090	0.170	1.44E-01	3.52E-02	4.43E-03	1.26E-02	1.37E-03	4.89E-02	1.13E-02	1.53E-03
0.090	0.190	1.36E-01	3.72E-02	4.71E-03	1.26E-02	1.37E-03	4.40E-02	1.23E-02	1.67E-03
0.090	0.210	1.30E-01	3.90E-02	4.98E-03	1.26E-02	1.37E-03	4.00E-02	1.32E-02	1.80E-03
0.090	0.250	1.21E-01	4.25E-02	5.50E-03	1.26E-02	1.37E-03	3.36E-02	1.50E-02	2.06E-03
0.090	0.300	1.13E-01	4.64E-02	6.10E-03	1.26E-02	1.37E-03	2.78E-02	1.69E-02	2.36E-03
0.090	0.400	1.05E-01	5.31E-02	7.18E-03	1.26E-02	1.37E-03	2.01E-02	2.03E-02	2.90E-03
0.090	0.500	1.01E-01	5.84E-02	8.08E-03	1.26E-02	1.37E-03	1.53E-02	2.29E-02	3.36E-03
0.090	0.600	9.82E-02	6.27E-02	8.84E-03	1.26E-02	1.37E-03	1.19E-02	2.50E-02	3.73E-03
0.090	0.800	9.60E-02	6.88E-02	9.97E-03	1.26E-02	1.37E-03	7.67E-03	2.81E-02	4.30E-03
0.090	1.000	9.51E-02	7.29E-02	1.07E-02	1.26E-02	1.37E-03	5.19E-03	3.02E-02	4.67E-03
0.090	1.200	9.48E-02	7.55E-02	1.12E-02	1.26E-02	1.37E-03	3.65E-03	3.15E-02	4.92E-03
0.090	1.400	9.46E-02	7.73E-02	1.16E-02	1.26E-02	1.37E-03	2.62E-03	3.24E-02	5.10E-03
0.090	1.600	9.45E-02	7.85E-02	1.18E-02	1.26E-02	1.37E-03	1.94E-03	3.30E-02	5.21E-03
0.090	1.800	9.45E-02	7.94E-02	1.20E-02	1.26E-02	1.37E-03	1.45E-03	3.34E-02	5.29E-03
0.090	2.000	9.44E-02	8.00E-02	1.21E-02	1.26E-02	1.37E-03	1.10E-03	3.37E-02	5.35E-03
0.090	2.500	9.44E-02	8.09E-02	1.23E-02	1.26E-02	1.37E-03	5.97E-04	3.42E-02	5.44E-03
0.090	3.000	9.44E-02	8.13E-02	1.23E-02	1.26E-02	1.37E-03	3.52E-04	3.44E-02	5.48E-03
0.090	4.000	9.44E-02	8.17E-02	1.24E-02	1.26E-02	1.37E-03	1.54E-04	3.46E-02	5.52E-03
0.090	5.000	9.45E-02	8.18E-02	1.24E-02	1.26E-02	1.37E-03	8.43E-05	3.46E-02	5.54E-03
0.090	7.000	9.45E-02	8.19E-02	1.25E-02	1.26E-02	1.37E-03	3.86E-05	3.47E-02	5.55E-03
0.090	10.000	9.45E-02	8.20E-02	1.25E-02	1.26E-02	1.37E-03	2.18E-05	3.47E-02	5.55E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M4-M2 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.090	2.06E-01	1.00E-02	4.55E-03	4.08E-03	1.76E-03	8.95E-02	2.96E-03	1.39E-03
0.090	0.110	1.80E-01	1.08E-02	4.88E-03	4.08E-03	1.76E-03	7.61E-02	3.34E-03	1.56E-03
0.090	0.130	1.61E-01	1.15E-02	5.22E-03	4.08E-03	1.76E-03	6.65E-02	3.72E-03	1.73E-03
0.090	0.150	1.47E-01	1.23E-02	5.55E-03	4.08E-03	1.76E-03	5.93E-02	4.09E-03	1.90E-03
0.090	0.170	1.37E-01	1.30E-02	5.89E-03	4.08E-03	1.76E-03	5.37E-02	4.46E-03	2.07E-03
0.090	0.190	1.28E-01	1.37E-02	6.23E-03	4.08E-03	1.76E-03	4.91E-02	4.82E-03	2.23E-03
0.090	0.210	1.21E-01	1.44E-02	6.55E-03	4.08E-03	1.76E-03	4.53E-02	5.18E-03	2.39E-03
0.090	0.250	1.10E-01	1.59E-02	7.20E-03	4.08E-03	1.76E-03	3.93E-02	5.89E-03	2.72E-03
0.090	0.300	1.01E-01	1.76E-02	7.99E-03	4.08E-03	1.76E-03	3.39E-02	6.75E-03	3.12E-03
0.090	0.400	8.91E-02	2.08E-02	9.52E-03	4.08E-03	1.76E-03	2.64E-02	8.37E-03	3.88E-03
0.090	0.500	8.22E-02	2.38E-02	1.09E-02	4.08E-03	1.76E-03	2.14E-02	9.85E-03	4.58E-03
0.090	0.600	7.79E-02	2.65E-02	1.22E-02	4.08E-03	1.76E-03	1.78E-02	1.12E-02	5.22E-03
0.090	0.800	7.31E-02	3.10E-02	1.44E-02	4.08E-03	1.76E-03	1.27E-02	1.35E-02	6.33E-03
0.090	1.000	7.08E-02	3.46E-02	1.62E-02	4.08E-03	1.76E-03	9.32E-03	1.53E-02	7.20E-03
0.090	1.200	6.96E-02	3.74E-02	1.75E-02	4.08E-03	1.76E-03	6.91E-03	1.67E-02	7.88E-03
0.090	1.400	6.90E-02	3.95E-02	1.85E-02	4.08E-03	1.76E-03	5.18E-03	1.77E-02	8.39E-03
0.090	1.600	6.86E-02	4.11E-02	1.93E-02	4.08E-03	1.76E-03	3.90E-03	1.85E-02	8.79E-03
0.090	1.800	6.84E-02	4.23E-02	1.99E-02	4.08E-03	1.76E-03	2.97E-03	1.91E-02	9.09E-03
0.090	2.000	6.83E-02	4.32E-02	2.04E-02	4.08E-03	1.76E-03	2.26E-03	1.96E-02	9.32E-03
0.090	2.500	6.82E-02	4.47E-02	2.11E-02	4.08E-03	1.76E-03	1.17E-03	2.03E-02	9.68E-03
0.090	3.000	6.82E-02	4.54E-02	2.15E-02	4.08E-03	1.76E-03	6.26E-04	2.07E-02	9.86E-03
0.090	4.000	6.82E-02	4.60E-02	2.18E-02	4.08E-03	1.76E-03	2.28E-04	2.09E-02	1.00E-02
0.090	5.000	6.82E-02	4.61E-02	2.18E-02	4.08E-03	1.76E-03	1.11E-04	2.10E-02	1.00E-02
0.090	7.000	6.82E-02	4.62E-02	2.19E-02	4.08E-03	1.76E-03	4.46E-05	2.11E-02	1.01E-02
0.090	10.000	6.82E-02	4.62E-02	2.19E-02	4.08E-03	1.76E-03	1.76E-05	2.11E-02	1.01E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M5-M2 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.090	2.06E-01	6.42E-03	6.39E-03	2.46E-03	2.46E-03	8.99E-02	1.98E-03	1.97E-03
0.090	0.110	1.80E-01	6.88E-03	6.86E-03	2.46E-03	2.46E-03	7.65E-02	2.21E-03	2.20E-03
0.090	0.130	1.61E-01	7.33E-03	7.32E-03	2.46E-03	2.46E-03	6.70E-02	2.44E-03	2.43E-03
0.090	0.150	1.47E-01	7.78E-03	7.77E-03	2.46E-03	2.46E-03	5.98E-02	2.66E-03	2.66E-03
0.090	0.170	1.36E-01	8.23E-03	8.23E-03	2.46E-03	2.46E-03	5.42E-02	2.89E-03	2.89E-03
0.090	0.190	1.27E-01	8.67E-03	8.68E-03	2.46E-03	2.46E-03	4.97E-02	3.11E-03	3.11E-03
0.090	0.210	1.20E-01	9.09E-03	9.12E-03	2.46E-03	2.46E-03	4.59E-02	3.32E-03	3.33E-03
0.090	0.250	1.09E-01	9.95E-03	9.99E-03	2.46E-03	2.46E-03	4.01E-02	3.75E-03	3.77E-03
0.090	0.300	9.98E-02	1.10E-02	1.11E-02	2.46E-03	2.46E-03	3.47E-02	4.28E-03	4.31E-03
0.090	0.400	8.77E-02	1.30E-02	1.31E-02	2.46E-03	2.46E-03	2.75E-02	5.30E-03	5.35E-03
0.090	0.500	8.05E-02	1.50E-02	1.51E-02	2.46E-03	2.46E-03	2.26E-02	6.27E-03	6.33E-03
0.090	0.600	7.59E-02	1.68E-02	1.70E-02	2.46E-03	2.46E-03	1.91E-02	7.16E-03	7.26E-03
0.090	0.800	7.04E-02	2.00E-02	2.02E-02	2.46E-03	2.46E-03	1.39E-02	8.76E-03	8.87E-03
0.090	1.000	6.77E-02	2.25E-02	2.28E-02	2.46E-03	2.46E-03	1.05E-02	1.00E-02	1.02E-02
0.090	1.200	6.62E-02	2.46E-02	2.49E-02	2.46E-03	2.46E-03	7.92E-03	1.11E-02	1.12E-02
0.090	1.400	6.54E-02	2.62E-02	2.65E-02	2.46E-03	2.46E-03	6.03E-03	1.19E-02	1.20E-02
0.090	1.600	6.49E-02	2.75E-02	2.79E-02	2.46E-03	2.46E-03	4.59E-03	1.25E-02	1.27E-02
0.090	1.800	6.46E-02	2.85E-02	2.89E-02	2.46E-03	2.46E-03	3.52E-03	1.30E-02	1.32E-02
0.090	2.000	6.44E-02	2.93E-02	2.96E-02	2.46E-03	2.46E-03	2.69E-03	1.34E-02	1.36E-02
0.090	2.500	6.43E-02	3.05E-02	3.09E-02	2.46E-03	2.46E-03	1.40E-03	1.40E-02	1.42E-02
0.090	3.000	6.42E-02	3.12E-02	3.15E-02	2.46E-03	2.46E-03	7.38E-04	1.44E-02	1.45E-02
0.090	4.000	6.42E-02	3.17E-02	3.20E-02	2.46E-03	2.46E-03	2.58E-04	1.46E-02	1.48E-02
0.090	5.000	6.42E-02	3.18E-02	3.22E-02	2.46E-03	2.46E-03	1.22E-04	1.47E-02	1.49E-02
0.090	7.000	6.43E-02	3.19E-02	3.23E-02	2.46E-03	2.46E-03	5.35E-05	1.47E-02	1.49E-02
0.090	10.000	6.42E-02	3.19E-02	3.23E-02	2.46E-03	2.46E-03	1.85E-05	1.47E-02	1.49E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M6-M2 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.090	2.07E-01	4.57E-03	1.00E-02	1.76E-03	4.08E-03	8.96E-02	1.41E-03	2.96E-03
0.090	0.110	1.80E-01	4.91E-03	1.08E-02	1.76E-03	4.08E-03	7.62E-02	1.57E-03	3.35E-03
0.090	0.130	1.61E-01	5.24E-03	1.15E-02	1.76E-03	4.08E-03	6.66E-02	1.74E-03	3.73E-03
0.090	0.150	1.47E-01	5.57E-03	1.23E-02	1.76E-03	4.08E-03	5.94E-02	1.91E-03	4.11E-03
0.090	0.170	1.37E-01	5.90E-03	1.30E-02	1.76E-03	4.08E-03	5.37E-02	2.07E-03	4.48E-03
0.090	0.190	1.28E-01	6.22E-03	1.38E-02	1.76E-03	4.08E-03	4.91E-02	2.23E-03	4.86E-03
0.090	0.210	1.21E-01	6.55E-03	1.45E-02	1.76E-03	4.08E-03	4.53E-02	2.39E-03	5.23E-03
0.090	0.250	1.10E-01	7.19E-03	1.60E-02	1.76E-03	4.08E-03	3.94E-02	2.71E-03	5.95E-03
0.090	0.300	1.01E-01	7.97E-03	1.77E-02	1.76E-03	4.08E-03	3.39E-02	3.10E-03	6.83E-03
0.090	0.400	8.93E-02	9.47E-03	2.11E-02	1.76E-03	4.08E-03	2.64E-02	3.85E-03	8.50E-03
0.090	0.500	8.24E-02	1.08E-02	2.41E-02	1.76E-03	4.08E-03	2.14E-02	4.54E-03	1.00E-02
0.090	0.600	7.82E-02	1.21E-02	2.69E-02	1.76E-03	4.08E-03	1.78E-02	5.18E-03	1.14E-02
0.090	0.800	7.34E-02	1.43E-02	3.15E-02	1.76E-03	4.08E-03	1.27E-02	6.26E-03	1.37E-02
0.090	1.000	7.11E-02	1.60E-02	3.52E-02	1.76E-03	4.08E-03	9.27E-03	7.12E-03	1.55E-02
0.090	1.200	7.00E-02	1.73E-02	3.80E-02	1.76E-03	4.08E-03	6.86E-03	7.79E-03	1.70E-02
0.090	1.400	6.93E-02	1.84E-02	4.01E-02	1.76E-03	4.08E-03	5.15E-03	8.30E-03	1.80E-02
0.090	1.600	6.90E-02	1.91E-02	4.17E-02	1.76E-03	4.08E-03	3.87E-03	8.69E-03	1.88E-02
0.090	1.800	6.88E-02	1.97E-02	4.29E-02	1.76E-03	4.08E-03	2.95E-03	8.98E-03	1.94E-02
0.090	2.000	6.87E-02	2.02E-02	4.39E-02	1.76E-03	4.08E-03	2.24E-03	9.20E-03	1.99E-02
0.090	2.500	6.86E-02	2.09E-02	4.53E-02	1.76E-03	4.08E-03	1.17E-03	9.55E-03	2.06E-02
0.090	3.000	6.86E-02	2.12E-02	4.61E-02	1.76E-03	4.08E-03	6.22E-04	9.73E-03	2.10E-02
0.090	4.000	6.86E-02	2.15E-02	4.66E-02	1.76E-03	4.08E-03	2.28E-04	9.87E-03	2.13E-02
0.090	5.000	6.86E-02	2.16E-02	4.68E-02	1.76E-03	4.08E-03	1.22E-04	9.90E-03	2.13E-02
0.090	7.000	6.86E-02	2.16E-02	4.69E-02	1.76E-03	4.08E-03	5.31E-05	9.93E-03	2.14E-02
0.090	10.000	6.86E-02	2.16E-02	4.69E-02	1.76E-03	4.08E-03	2.27E-05	9.94E-03	2.14E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M7-M2 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.090	2.11E-01	3.35E-03	2.69E-02	1.37E-03	1.26E-02	8.62E-02	9.87E-04	7.15E-03
0.090	0.110	1.86E-01	3.62E-03	2.92E-02	1.37E-03	1.26E-02	7.23E-02	1.13E-03	8.33E-03
0.090	0.130	1.68E-01	3.91E-03	3.15E-02	1.37E-03	1.26E-02	6.24E-02	1.27E-03	9.48E-03
0.090	0.150	1.55E-01	4.18E-03	3.37E-02	1.37E-03	1.26E-02	5.48E-02	1.40E-03	1.06E-02
0.090	0.170	1.45E-01	4.46E-03	3.59E-02	1.37E-03	1.26E-02	4.88E-02	1.54E-03	1.17E-02
0.090	0.190	1.37E-01	4.73E-03	3.80E-02	1.37E-03	1.26E-02	4.39E-02	1.68E-03	1.27E-02
0.090	0.210	1.31E-01	4.98E-03	3.99E-02	1.37E-03	1.26E-02	3.99E-02	1.81E-03	1.37E-02
0.090	0.250	1.22E-01	5.49E-03	4.36E-02	1.37E-03	1.26E-02	3.35E-02	2.06E-03	1.55E-02
0.090	0.300	1.15E-01	6.08E-03	4.78E-02	1.37E-03	1.26E-02	2.77E-02	2.35E-03	1.76E-02
0.090	0.400	1.06E-01	7.14E-03	5.49E-02	1.37E-03	1.26E-02	1.99E-02	2.88E-03	2.12E-02
0.090	0.500	1.02E-01	8.03E-03	6.05E-02	1.37E-03	1.26E-02	1.50E-02	3.33E-03	2.40E-02
0.090	0.600	1.00E-01	8.75E-03	6.50E-02	1.37E-03	1.26E-02	1.17E-02	3.69E-03	2.62E-02
0.090	0.800	9.79E-02	9.82E-03	7.13E-02	1.37E-03	1.26E-02	7.48E-03	4.23E-03	2.94E-02
0.090	1.000	9.72E-02	1.05E-02	7.54E-02	1.37E-03	1.26E-02	5.04E-03	4.58E-03	3.14E-02
0.090	1.200	9.68E-02	1.10E-02	7.80E-02	1.37E-03	1.26E-02	3.54E-03	4.82E-03	3.27E-02
0.090	1.400	9.67E-02	1.13E-02	7.98E-02	1.37E-03	1.26E-02	2.54E-03	4.98E-03	3.36E-02
0.090	1.600	9.66E-02	1.15E-02	8.10E-02	1.37E-03	1.26E-02	1.89E-03	5.08E-03	3.42E-02
0.090	1.800	9.66E-02	1.17E-02	8.18E-02	1.37E-03	1.26E-02	1.41E-03	5.17E-03	3.46E-02
0.090	2.000	9.65E-02	1.18E-02	8.25E-02	1.37E-03	1.26E-02	1.07E-03	5.22E-03	3.50E-02
0.090	2.500	9.65E-02	1.20E-02	8.33E-02	1.37E-03	1.26E-02	5.88E-04	5.31E-03	3.54E-02
0.090	3.000	9.65E-02	1.21E-02	8.37E-02	1.37E-03	1.26E-02	3.52E-04	5.35E-03	3.56E-02
0.090	4.000	9.65E-02	1.21E-02	8.41E-02	1.37E-03	1.26E-02	1.64E-04	5.38E-03	3.58E-02
0.090	5.000	9.65E-02	1.22E-02	8.42E-02	1.37E-03	1.26E-02	9.58E-05	5.39E-03	3.58E-02
0.090	7.000	9.66E-02	1.22E-02	8.43E-02	1.37E-03	1.26E-02	4.62E-05	5.40E-03	3.59E-02
0.090	10.000	9.66E-02	1.22E-02	8.44E-02	1.37E-03	1.26E-02	2.18E-05	5.41E-03	3.59E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M4-M3 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.090	2.11E-01	2.61E-02	4.10E-03	1.26E-02	1.76E-03	8.62E-02	6.78E-03	1.17E-03
0.090	0.110	1.85E-01	2.84E-02	4.47E-03	1.26E-02	1.76E-03	7.23E-02	7.93E-03	1.35E-03
0.090	0.130	1.67E-01	3.06E-02	4.83E-03	1.26E-02	1.76E-03	6.23E-02	9.02E-03	1.53E-03
0.090	0.150	1.54E-01	3.27E-02	5.18E-03	1.26E-02	1.76E-03	5.48E-02	1.01E-02	1.71E-03
0.090	0.170	1.44E-01	3.47E-02	5.53E-03	1.26E-02	1.76E-03	4.88E-02	1.11E-02	1.89E-03
0.090	0.190	1.36E-01	3.67E-02	5.88E-03	1.26E-02	1.76E-03	4.39E-02	1.21E-02	2.06E-03
0.090	0.210	1.30E-01	3.85E-02	6.21E-03	1.26E-02	1.76E-03	3.99E-02	1.30E-02	2.22E-03
0.090	0.250	1.21E-01	4.20E-02	6.86E-03	1.26E-02	1.76E-03	3.35E-02	1.47E-02	2.55E-03
0.090	0.300	1.14E-01	4.59E-02	7.63E-03	1.26E-02	1.76E-03	2.76E-02	1.67E-02	2.93E-03
0.090	0.400	1.05E-01	5.25E-02	9.00E-03	1.26E-02	1.76E-03	1.99E-02	2.00E-02	3.62E-03
0.090	0.500	1.01E-01	5.78E-02	1.02E-02	1.26E-02	1.76E-03	1.49E-02	2.26E-02	4.20E-03
0.090	0.600	9.85E-02	6.20E-02	1.11E-02	1.26E-02	1.76E-03	1.15E-02	2.47E-02	4.67E-03
0.090	0.800	9.65E-02	6.81E-02	1.25E-02	1.26E-02	1.76E-03	7.26E-03	2.78E-02	5.37E-03
0.090	1.000	9.57E-02	7.19E-02	1.34E-02	1.26E-02	1.76E-03	4.78E-03	2.97E-02	5.82E-03
0.090	1.200	9.54E-02	7.44E-02	1.40E-02	1.26E-02	1.76E-03	3.23E-03	3.09E-02	6.12E-03
0.090	1.400	9.52E-02	7.61E-02	1.44E-02	1.26E-02	1.76E-03	2.25E-03	3.18E-02	6.32E-03
0.090	1.600	9.52E-02	7.72E-02	1.47E-02	1.26E-02	1.76E-03	1.58E-03	3.23E-02	6.45E-03
0.090	1.800	9.51E-02	7.79E-02	1.49E-02	1.26E-02	1.76E-03	1.13E-03	3.27E-02	6.55E-03
0.090	2.000	9.51E-02	7.84E-02	1.50E-02	1.26E-02	1.76E-03	8.34E-04	3.29E-02	6.61E-03
0.090	2.500	9.51E-02	7.91E-02	1.51E-02	1.26E-02	1.76E-03	4.16E-04	3.33E-02	6.69E-03
0.090	3.000	9.51E-02	7.94E-02	1.52E-02	1.26E-02	1.76E-03	2.42E-04	3.34E-02	6.73E-03
0.090	4.000	9.51E-02	7.96E-02	1.53E-02	1.26E-02	1.76E-03	1.14E-04	3.35E-02	6.76E-03
0.090	5.000	9.51E-02	7.97E-02	1.53E-02	1.26E-02	1.76E-03	5.78E-05	3.36E-02	6.77E-03
0.090	7.000	9.52E-02	7.98E-02	1.53E-02	1.26E-02	1.76E-03	3.18E-05	3.36E-02	6.78E-03
0.090	10.000	9.52E-02	7.98E-02	1.53E-02	1.26E-02	1.76E-03	1.55E-05	3.36E-02	6.79E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M5-M3 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.090	2.07E-01	9.59E-03	5.95E-03	4.08E-03	2.46E-03	8.94E-02	2.76E-03	1.75E-03
0.090	0.110	1.80E-01	1.03E-02	6.40E-03	4.08E-03	2.46E-03	7.60E-02	3.12E-03	1.97E-03
0.090	0.130	1.61E-01	1.11E-02	6.87E-03	4.08E-03	2.46E-03	6.64E-02	3.50E-03	2.21E-03
0.090	0.150	1.48E-01	1.18E-02	7.33E-03	4.08E-03	2.46E-03	5.91E-02	3.87E-03	2.44E-03
0.090	0.170	1.37E-01	1.26E-02	7.80E-03	4.08E-03	2.46E-03	5.35E-02	4.24E-03	2.67E-03
0.090	0.190	1.28E-01	1.33E-02	8.25E-03	4.08E-03	2.46E-03	4.88E-02	4.60E-03	2.90E-03
0.090	0.210	1.21E-01	1.40E-02	8.71E-03	4.08E-03	2.46E-03	4.50E-02	4.96E-03	3.13E-03
0.090	0.250	1.11E-01	1.54E-02	9.60E-03	4.08E-03	2.46E-03	3.90E-02	5.68E-03	3.57E-03
0.090	0.300	1.01E-01	1.71E-02	1.07E-02	4.08E-03	2.46E-03	3.34E-02	6.53E-03	4.12E-03
0.090	0.400	8.97E-02	2.04E-02	1.28E-02	4.08E-03	2.46E-03	2.58E-02	8.15E-03	5.17E-03
0.090	0.500	8.31E-02	2.34E-02	1.47E-02	4.08E-03	2.46E-03	2.07E-02	9.65E-03	6.14E-03
0.090	0.600	7.90E-02	2.60E-02	1.65E-02	4.08E-03	2.46E-03	1.69E-02	1.10E-02	7.01E-03
0.090	0.800	7.46E-02	3.04E-02	1.93E-02	4.08E-03	2.46E-03	1.17E-02	1.32E-02	8.44E-03
0.090	1.000	7.26E-02	3.37E-02	2.16E-02	4.08E-03	2.46E-03	8.24E-03	1.48E-02	9.55E-03
0.090	1.200	7.16E-02	3.62E-02	2.32E-02	4.08E-03	2.46E-03	5.86E-03	1.61E-02	1.04E-02
0.090	1.400	7.11E-02	3.80E-02	2.44E-02	4.08E-03	2.46E-03	4.20E-03	1.70E-02	1.10E-02
0.090	1.600	7.08E-02	3.94E-02	2.53E-02	4.08E-03	2.46E-03	3.01E-03	1.76E-02	1.14E-02
0.090	1.800	7.07E-02	4.03E-02	2.60E-02	4.08E-03	2.46E-03	2.16E-03	1.81E-02	1.17E-02
0.090	2.000	7.06E-02	4.10E-02	2.64E-02	4.08E-03	2.46E-03	1.58E-03	1.85E-02	1.20E-02
0.090	2.500	7.06E-02	4.20E-02	2.71E-02	4.08E-03	2.46E-03	7.23E-04	1.90E-02	1.23E-02
0.090	3.000	7.06E-02	4.25E-02	2.74E-02	4.08E-03	2.46E-03	3.68E-04	1.92E-02	1.25E-02
0.090	4.000	7.06E-02	4.27E-02	2.76E-02	4.08E-03	2.46E-03	1.39E-04	1.93E-02	1.26E-02
0.090	5.000	7.06E-02	4.28E-02	2.76E-02	4.08E-03	2.46E-03	6.93E-05	1.94E-02	1.26E-02
